dataset,accuracy,balanced_accuracy,macro_f1,weighted_f1,macro_precision,macro_recall,sensitivity_narcolepsy,specificity_not_positive,model,fold_id,roc_auc
report_only,0.9,0.9285714285714286,0.8901098901098901,0.9032967032967033,0.875,0.9285714285714286,1.0,0.8571428571428571,gradient_boosting,32,0.9047619047619049
report_only,0.8888888888888888,0.75,0.8,0.874074074074074,0.9375,0.75,0.5,1.0,gradient_boosting,33,0.75
report_only,0.7777777777777778,0.8571428571428572,0.75,0.7962962962962963,0.75,0.8571428571428572,1.0,0.7142857142857143,gradient_boosting,34,0.8571428571428572
report_only,0.8888888888888888,0.9285714285714286,0.8615384615384616,0.8957264957264957,0.8333333333333333,0.9285714285714286,1.0,0.8571428571428571,gradient_boosting,35,0.8928571428571429
report_only,0.9,0.75,0.803921568627451,0.8862745098039216,0.9444444444444444,0.75,0.5,1.0,gradient_boosting,36,0.71875
report_only,0.9,0.8333333333333333,0.8666666666666667,0.8933333333333333,0.9375,0.8333333333333333,0.6666666666666666,1.0,gradient_boosting,37,0.7857142857142857
report_only,0.5555555555555556,0.35714285714285715,0.35714285714285715,0.5555555555555556,0.35714285714285715,0.35714285714285715,0.0,0.7142857142857143,gradient_boosting,38,0.5
report_only,0.7777777777777778,0.6785714285714286,0.6785714285714286,0.7777777777777778,0.6785714285714286,0.6785714285714286,0.5,0.8571428571428571,gradient_boosting,39,0.6428571428571428
report_only,0.6666666666666666,0.42857142857142855,0.4,0.6222222222222222,0.375,0.42857142857142855,0.0,0.8571428571428571,gradient_boosting,40,0.2857142857142857
report_only,0.9,0.75,0.803921568627451,0.8862745098039216,0.9444444444444444,0.75,0.5,1.0,gradient_boosting,41,0.71875
report_only,0.8,0.6666666666666666,0.6875,0.7625,0.8888888888888888,0.6666666666666666,0.3333333333333333,1.0,gradient_boosting,42,0.8333333333333333
report_only,0.8888888888888888,0.75,0.8,0.874074074074074,0.9375,0.75,0.5,1.0,gradient_boosting,43,1.0
report_only,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,gradient_boosting,44,1.0
report_only,0.5555555555555556,0.35714285714285715,0.35714285714285715,0.5555555555555556,0.35714285714285715,0.35714285714285715,0.0,0.7142857142857143,gradient_boosting,45,0.35714285714285715
report_only,0.8,0.6875,0.6875,0.8,0.6875,0.6875,0.5,0.875,gradient_boosting,46,0.6875
report_only,0.9,0.8333333333333333,0.8666666666666667,0.8933333333333333,0.9375,0.8333333333333333,0.6666666666666666,1.0,gradient_boosting,47,0.8095238095238095
report_only,0.7777777777777778,0.6785714285714286,0.6785714285714286,0.7777777777777778,0.6785714285714286,0.6785714285714286,0.5,0.8571428571428571,gradient_boosting,48,0.8571428571428571
report_only,0.8888888888888888,0.75,0.8,0.874074074074074,0.9375,0.75,0.5,1.0,gradient_boosting,49,0.5714285714285714
report_only,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,gradient_boosting,50,1.0
